instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt_hourly,cnt_day,hourly_ratio,cnt_day_scaled
203,2011-01-09,1,0,1,17,0,0,0,1,7.38,7.575,37.0,26.0027,3,59,62,822,0.07542579075425791,0.411
204,2011-01-09,1,0,1,18,0,0,0,1,6.5600000000000005,6.819999999999999,40.0,22.0028,4,44,48,822,0.058394160583941604,0.411
205,2011-01-09,1,0,1,19,0,0,0,1,6.5600000000000005,6.819999999999999,43.0,22.0028,1,40,41,822,0.049878345498783457,0.411
206,2011-01-09,1,0,1,20,0,0,0,1,5.74,6.0600000000000005,46.0,16.997899999999998,0,38,38,822,0.046228710462287104,0.411
207,2011-01-09,1,0,1,21,0,0,0,1,5.74,5.305,46.0,27.999299999999998,1,19,20,822,0.024330900243309004,0.411
208,2011-01-09,1,0,1,22,0,0,0,1,5.74,6.0600000000000005,46.0,19.999499999999998,5,10,15,822,0.01824817518248175,0.411
209,2011-01-09,1,0,1,23,0,0,0,1,4.92,6.819999999999999,50.0,12.998000000000001,0,6,6,822,0.0072992700729927005,0.411
210,2011-01-10,1,0,1,0,0,1,1,1,4.92,6.0600000000000005,50.0,19.0012,2,3,5,1321,0.003785011355034065,0.6605
211,2011-01-10,1,0,1,1,0,1,1,1,4.92,6.0600000000000005,50.0,19.0012,1,0,1,1321,0.000757002271006813,0.6605
212,2011-01-10,1,0,1,2,0,1,1,1,4.92,6.0600000000000005,50.0,15.001299999999999,0,3,3,1321,0.002271006813020439,0.6605
213,2011-01-10,1,0,1,3,0,1,1,1,4.92,6.0600000000000005,50.0,15.001299999999999,0,1,1,1321,0.000757002271006813,0.6605
214,2011-01-10,1,0,1,4,0,1,1,1,4.1000000000000005,6.0600000000000005,54.0,8.9981,1,2,3,1321,0.002271006813020439,0.6605
215,2011-01-10,1,0,1,5,0,1,1,1,4.1000000000000005,5.305,54.0,16.997899999999998,0,3,3,1321,0.002271006813020439,0.6605
216,2011-01-10,1,0,1,6,0,1,1,1,4.92,6.0600000000000005,50.0,19.0012,0,31,31,1321,0.023467070401211203,0.6605
217,2011-01-10,1,0,1,7,0,1,1,1,4.92,6.0600000000000005,50.0,15.001299999999999,2,75,77,1321,0.0582891748675246,0.6605
218,2011-01-10,1,0,1,8,0,1,1,2,4.92,6.0600000000000005,50.0,19.0012,4,184,188,1321,0.14231642694928084,0.6605
219,2011-01-10,1,0,1,9,0,1,1,2,5.74,6.0600000000000005,50.0,16.997899999999998,2,92,94,1321,0.07115821347464042,0.6605
220,2011-01-10,1,0,1,10,0,1,1,2,5.74,6.0600000000000005,50.0,19.999499999999998,0,31,31,1321,0.023467070401211203,0.6605
221,2011-01-10,1,0,1,11,0,1,1,2,6.5600000000000005,6.819999999999999,47.0,19.0012,2,28,30,1321,0.022710068130204392,0.6605
222,2011-01-10,1,0,1,12,0,1,1,2,8.200000000000001,9.09,40.0,19.0012,5,47,52,1321,0.03936411809235428,0.6605
223,2011-01-10,1,0,1,13,0,1,1,2,8.200000000000001,9.09,40.0,19.0012,4,50,54,1321,0.0408781226343679,0.6605
224,2011-01-10,1,0,1,14,0,1,1,2,8.200000000000001,9.85,40.0,15.001299999999999,0,47,47,1321,0.03557910673732021,0.6605
225,2011-01-10,1,0,1,15,0,1,1,2,8.200000000000001,9.85,40.0,15.001299999999999,2,43,45,1321,0.03406510219530658,0.6605
226,2011-01-10,1,0,1,16,0,1,1,1,8.200000000000001,10.605,40.0,8.9981,4,70,74,1321,0.056018168054504165,0.6605
227,2011-01-10,1,0,1,17,0,1,1,1,8.200000000000001,11.365,40.0,7.0015,4,174,178,1321,0.13474640423921272,0.6605
228,2011-01-10,1,0,1,18,0,1,1,1,8.200000000000001,9.85,40.0,15.001299999999999,1,154,155,1321,0.11733535200605602,0.6605
229,2011-01-10,1,0,1,19,0,1,1,1,6.5600000000000005,8.334999999999999,47.0,11.0014,3,92,95,1321,0.07191521574564724,0.6605
230,2011-01-10,1,0,1,20,0,1,1,1,6.5600000000000005,8.334999999999999,50.0,11.0014,1,73,74,1321,0.056018168054504165,0.6605
231,2011-01-10,1,0,1,21,0,1,1,1,5.74,6.819999999999999,59.0,12.998000000000001,1,37,38,1321,0.028766086298258896,0.6605
232,2011-01-10,1,0,1,22,0,1,1,1,5.74,7.575,59.0,11.0014,2,22,24,1321,0.018168054504163512,0.6605
233,2011-01-10,1,0,1,23,0,1,1,1,5.74,7.575,59.0,11.0014,0,18,18,1321,0.013626040878122634,0.6605
234,2011-01-11,1,0,1,0,0,2,1,1,5.74,8.334999999999999,59.0,7.0015,2,10,12,1263,0.009501187648456057,0.6315
235,2011-01-11,1,0,1,1,0,2,1,1,5.74,7.575,59.0,11.0014,0,3,3,1263,0.0023752969121140144,0.6315
236,2011-01-11,1,0,1,2,0,2,1,2,6.5600000000000005,7.575,55.00000000000001,12.998000000000001,0,3,3,1263,0.0023752969121140144,0.6315
237,2011-01-11,1,0,1,5,0,2,1,2,6.5600000000000005,9.09,55.00000000000001,8.9981,0,6,6,1263,0.004750593824228029,0.6315
238,2011-01-11,1,0,1,6,0,2,1,2,6.5600000000000005,9.09,55.00000000000001,8.9981,0,27,27,1263,0.021377672209026127,0.6315
239,2011-01-11,1,0,1,7,0,2,1,2,6.5600000000000005,11.365,55.00000000000001,0.0,2,97,99,1263,0.07838479809976247,0.6315
240,2011-01-11,1,0,1,8,0,2,1,2,7.38,10.605,51.0,6.0032,3,214,217,1263,0.17181314330958036,0.6315
241,2011-01-11,1,0,1,9,0,2,1,2,7.38,9.85,51.0,11.0014,3,127,130,1263,0.10292953285827396,0.6315
242,2011-01-11,1,0,1,10,0,2,1,2,8.200000000000001,10.605,51.0,11.0014,3,51,54,1263,0.04275534441805225,0.6315
243,2011-01-11,1,0,1,11,0,2,1,2,8.200000000000001,10.605,47.0,8.9981,4,31,35,1263,0.027711797307996833,0.6315
244,2011-01-11,1,0,1,12,0,2,1,2,8.200000000000001,11.365,51.0,7.0015,2,55,57,1263,0.04513064133016627,0.6315
245,2011-01-11,1,0,1,13,0,2,1,2,8.200000000000001,11.365,59.0,6.0032,6,46,52,1263,0.04117181314330958,0.6315
246,2011-01-11,1,0,1,14,0,2,1,2,8.200000000000001,11.365,59.0,6.0032,3,60,63,1263,0.0498812351543943,0.6315
247,2011-01-11,1,0,1,15,0,2,1,2,6.5600000000000005,9.85,80.0,6.0032,2,45,47,1263,0.03721298495645289,0.6315
248,2011-01-11,1,0,1,16,0,2,1,2,6.5600000000000005,7.575,86.0,15.001299999999999,4,72,76,1263,0.060174188440221696,0.6315
249,2011-01-11,1,0,1,17,0,2,1,2,6.5600000000000005,7.575,86.0,15.001299999999999,6,130,136,1263,0.10768012668250197,0.6315
250,2011-01-11,1,0,1,18,0,2,1,3,6.5600000000000005,9.09,93.0,7.0015,1,94,95,1263,0.07521773555027712,0.6315
251,2011-01-11,1,0,1,19,0,2,1,3,6.5600000000000005,11.365,93.0,0.0,0,51,51,1263,0.040380047505938245,0.6315
252,2011-01-11,1,0,1,20,0,2,1,3,6.5600000000000005,7.575,93.0,12.998000000000001,0,32,32,1263,0.025336500395882817,0.6315
253,2011-01-11,1,0,1,21,0,2,1,3,6.5600000000000005,9.85,86.0,6.0032,0,20,20,1263,0.01583531274742676,0.6315
254,2011-01-11,1,0,1,22,0,2,1,3,6.5600000000000005,9.09,93.0,7.0015,1,28,29,1263,0.022961203483768806,0.6315
255,2011-01-11,1,0,1,23,0,2,1,3,6.5600000000000005,9.85,93.0,6.0032,1,18,19,1263,0.015043547110055424,0.6315
256,2011-01-12,1,0,1,0,0,3,1,2,6.5600000000000005,9.85,86.0,6.0032,0,7,7,1162,0.006024096385542169,0.581
257,2011-01-12,1,0,1,1,0,3,1,2,6.5600000000000005,9.09,86.0,7.0015,0,6,6,1162,0.0051635111876075735,0.581
258,2011-01-12,1,0,1,2,0,3,1,1,5.74,7.575,86.0,8.9981,0,1,1,1162,0.0008605851979345956,0.581
259,2011-01-12,1,0,1,5,0,3,1,1,5.74,7.575,86.0,11.0014,0,5,5,1162,0.004302925989672977,0.581
260,2011-01-12,1,0,1,6,0,3,1,1,4.92,7.575,93.0,8.9981,0,16,16,1162,0.013769363166953529,0.581
261,2011-01-12,1,0,1,7,0,3,1,1,5.74,7.575,69.0,8.9981,0,54,54,1162,0.04647160068846816,0.581
262,2011-01-12,1,0,1,8,0,3,1,1,6.5600000000000005,8.334999999999999,59.0,11.0014,3,125,128,1162,0.11015490533562823,0.581
263,2011-01-12,1,0,1,9,0,3,1,1,6.5600000000000005,6.819999999999999,59.0,22.0028,3,78,81,1162,0.06970740103270223,0.581
264,2011-01-12,1,0,1,10,0,3,1,1,7.38,9.09,55.00000000000001,15.001299999999999,0,39,39,1162,0.03356282271944923,0.581
265,2011-01-12,1,0,1,11,0,3,1,1,8.200000000000001,9.09,51.0,26.0027,3,32,35,1162,0.030120481927710843,0.581
266,2011-01-12,1,0,1,12,0,3,1,1,8.200000000000001,7.575,47.0,39.000699999999995,3,52,55,1162,0.047332185886402756,0.581
267,2011-01-12,1,0,1,13,0,3,1,1,9.02,9.85,44.0,23.9994,0,49,49,1162,0.04216867469879518,0.581
268,2011-01-12,1,0,1,14,0,3,1,1,8.200000000000001,9.09,47.0,22.0028,0,44,44,1162,0.0378657487091222,0.581
269,2011-01-12,1,0,1,15,0,3,1,1,8.200000000000001,8.334999999999999,47.0,27.999299999999998,1,48,49,1162,0.04216867469879518,0.581
270,2011-01-12,1,0,1,16,0,3,1,1,9.02,9.85,44.0,22.0028,5,63,68,1162,0.058519793459552494,0.581
271,2011-01-12,1,0,1,17,0,3,1,1,8.200000000000001,9.09,47.0,23.9994,0,139,139,1162,0.11962134251290878,0.581
272,2011-01-12,1,0,1,18,0,3,1,1,8.200000000000001,7.575,47.0,35.0008,2,135,137,1162,0.11790017211703958,0.581
273,2011-01-12,1,0,1,19,0,3,1,1,7.38,7.575,47.0,27.999299999999998,1,82,83,1162,0.07142857142857142,0.581
274,2011-01-12,1,0,1,20,0,3,1,1,6.5600000000000005,6.819999999999999,50.0,22.0028,2,54,56,1162,0.04819277108433735,0.581
275,2011-01-12,1,0,1,21,0,3,1,1,6.5600000000000005,6.819999999999999,55.00000000000001,22.0028,0,57,57,1162,0.04905335628227195,0.581
276,2011-01-12,1,0,1,22,0,3,1,1,6.5600000000000005,6.0600000000000005,55.00000000000001,30.002599999999997,1,32,33,1162,0.028399311531841654,0.581
277,2011-01-12,1,0,1,23,0,3,1,1,5.74,5.305,59.0,27.999299999999998,1,19,20,1162,0.01721170395869191,0.581
278,2011-01-13,1,0,1,0,0,4,1,1,5.74,6.0600000000000005,59.0,19.0012,1,6,7,1406,0.004978662873399715,0.703
279,2011-01-13,1,0,1,1,0,4,1,1,5.74,6.0600000000000005,50.0,19.0012,0,2,2,1406,0.001422475106685633,0.703
280,2011-01-13,1,0,1,2,0,4,1,1,5.74,6.0600000000000005,50.0,23.9994,0,2,2,1406,0.001422475106685633,0.703
281,2011-01-13,1,0,1,3,0,4,1,1,5.74,6.0600000000000005,50.0,22.0028,0,3,3,1406,0.0021337126600284497,0.703
282,2011-01-13,1,0,1,4,0,4,1,1,5.74,6.0600000000000005,50.0,16.997899999999998,0,4,4,1406,0.002844950213371266,0.703
283,2011-01-13,1,0,1,5,0,4,1,1,5.74,6.0600000000000005,50.0,19.999499999999998,0,3,3,1406,0.0021337126600284497,0.703
284,2011-01-13,1,0,1,6,0,4,1,1,4.92,7.575,54.0,8.9981,0,28,28,1406,0.01991465149359886,0.703
285,2011-01-13,1,0,1,7,0,4,1,1,4.92,7.575,54.0,8.9981,0,72,72,1406,0.051209103840682786,0.703
286,2011-01-13,1,0,1,8,0,4,1,1,5.74,6.819999999999999,50.0,12.998000000000001,5,197,202,1406,0.14366998577524892,0.703
287,2011-01-13,1,0,1,9,0,4,1,1,5.74,6.0600000000000005,50.0,22.0028,2,137,139,1406,0.09886201991465149,0.703
288,2011-01-13,1,0,1,10,0,4,1,2,6.5600000000000005,6.819999999999999,50.0,23.9994,2,36,38,1406,0.02702702702702703,0.703
289,2011-01-13,1,0,1,11,0,4,1,2,8.200000000000001,8.334999999999999,44.0,30.002599999999997,4,33,37,1406,0.02631578947368421,0.703
290,2011-01-13,1,0,1,12,0,4,1,1,8.200000000000001,8.334999999999999,44.0,27.999299999999998,3,49,52,1406,0.03698435277382646,0.703
291,2011-01-13,1,0,1,13,0,4,1,1,9.02,9.85,41.0,30.002599999999997,2,81,83,1406,0.05903271692745377,0.703
292,2011-01-13,1,0,1,14,0,4,1,1,9.02,9.85,41.0,26.0027,3,39,42,1406,0.029871977240398292,0.703
293,2011-01-13,1,0,1,15,0,4,1,1,9.84,10.605,38.0,19.999499999999998,5,55,60,1406,0.04267425320056899,0.703
294,2011-01-13,1,0,1,16,0,4,1,1,9.84,10.605,38.0,23.9994,2,76,78,1406,0.05547652916073969,0.703
295,2011-01-13,1,0,1,17,0,4,1,1,8.200000000000001,9.09,40.0,19.0012,4,158,162,1406,0.11522048364153627,0.703
296,2011-01-13,1,0,1,18,0,4,1,1,8.200000000000001,9.09,40.0,22.0028,3,141,144,1406,0.10241820768136557,0.703
297,2011-01-13,1,0,1,19,0,4,1,1,6.5600000000000005,7.575,47.0,16.997899999999998,1,98,99,1406,0.07041251778093884,0.703
298,2011-01-13,1,0,1,20,0,4,1,1,6.5600000000000005,7.575,47.0,15.001299999999999,0,64,64,1406,0.04551920341394026,0.703
299,2011-01-13,1,0,1,21,0,4,1,1,5.74,6.0600000000000005,46.0,19.999499999999998,0,40,40,1406,0.02844950213371266,0.703
300,2011-01-13,1,0,1,22,0,4,1,1,5.74,6.0600000000000005,46.0,22.0028,0,30,30,1406,0.021337126600284494,0.703
301,2011-01-13,1,0,1,23,0,4,1,1,4.92,6.819999999999999,50.0,12.998000000000001,1,14,15,1406,0.010668563300142247,0.703
302,2011-01-14,1,0,1,0,0,5,1,1,4.92,6.819999999999999,50.0,12.998000000000001,0,14,14,1421,0.009852216748768473,0.7105
303,2011-01-14,1,0,1,1,0,5,1,1,4.1000000000000005,6.0600000000000005,54.0,11.0014,0,5,5,1421,0.003518648838845883,0.7105
304,2011-01-14,1,0,1,2,0,5,1,1,4.1000000000000005,6.0600000000000005,54.0,8.9981,0,1,1,1421,0.0007037297677691766,0.7105
305,2011-01-14,1,0,1,3,0,5,1,1,4.1000000000000005,6.819999999999999,54.0,7.0015,0,1,1,1421,0.0007037297677691766,0.7105
306,2011-01-14,1,0,1,5,0,5,1,1,4.1000000000000005,6.819999999999999,54.0,6.0032,0,8,8,1421,0.005629838142153413,0.7105
307,2011-01-14,1,0,1,6,0,5,1,1,4.1000000000000005,9.09,54.0,0.0,0,17,17,1421,0.011963406052076003,0.7105
308,2011-01-14,1,0,1,7,0,5,1,1,4.1000000000000005,6.0600000000000005,74.0,11.0014,0,70,70,1421,0.04926108374384237,0.7105
309,2011-01-14,1,0,1,8,0,5,1,1,4.92,8.334999999999999,68.0,0.0,2,156,158,1421,0.11118930330752991,0.7105
310,2011-01-14,1,0,1,9,0,5,1,1,5.74,7.575,69.0,8.9981,0,117,117,1421,0.08233638282899367,0.7105
311,2011-01-14,1,0,1,10,0,5,1,1,7.38,9.09,55.00000000000001,12.998000000000001,4,40,44,1421,0.03096410978184377,0.7105
312,2011-01-14,1,0,1,11,0,5,1,1,7.38,8.334999999999999,51.0,19.0012,6,47,53,1421,0.03729767769176636,0.7105
313,2011-01-14,1,0,1,12,0,5,1,1,8.200000000000001,9.85,44.0,16.997899999999998,2,59,61,1421,0.04292751583391977,0.7105
314,2011-01-14,1,0,1,13,0,5,1,1,9.02,9.85,37.0,26.0027,4,73,77,1421,0.054187192118226604,0.7105
315,2011-01-14,1,0,1,14,0,5,1,1,9.02,10.605,41.0,19.0012,5,59,64,1421,0.045038705137227304,0.7105
316,2011-01-14,1,0,1,15,0,5,1,1,9.84,12.120000000000001,38.0,11.0014,9,59,68,1421,0.04785362420830401,0.7105
317,2011-01-14,1,0,1,16,0,5,1,1,9.02,12.120000000000001,41.0,7.0015,3,87,90,1421,0.0633356790992259,0.7105
318,2011-01-14,1,0,1,17,0,5,1,1,9.02,11.365,41.0,11.0014,4,155,159,1421,0.11189303307529909,0.7105
319,2011-01-14,1,0,1,18,0,5,1,1,8.200000000000001,12.879999999999999,47.0,0.0,5,134,139,1421,0.09781843771991555,0.7105
320,2011-01-14,1,0,1,19,0,5,1,1,6.5600000000000005,9.85,59.0,6.0032,3,89,92,1421,0.06474313863476425,0.7105
321,2011-01-14,1,0,1,20,0,5,1,1,7.38,12.120000000000001,59.0,0.0,0,68,68,1421,0.04785362420830401,0.7105
322,2011-01-14,1,0,1,21,0,5,1,1,6.5600000000000005,11.365,69.0,0.0,4,48,52,1421,0.036593947923997186,0.7105
323,2011-01-14,1,0,1,22,0,5,1,2,6.5600000000000005,11.365,69.0,0.0,2,34,36,1421,0.025334271639690358,0.7105
324,2011-01-14,1,0,1,23,0,5,1,2,7.38,12.120000000000001,55.00000000000001,0.0,1,26,27,1421,0.019000703729767768,0.7105
325,2011-01-15,1,0,1,0,0,6,0,1,7.38,12.120000000000001,55.00000000000001,0.0,3,25,28,1248,0.022435897435897436,0.624
326,2011-01-15,1,0,1,1,0,6,0,2,6.5600000000000005,9.85,59.0,6.0032,2,18,20,1248,0.016025641025641024,0.624
327,2011-01-15,1,0,1,2,0,6,0,2,6.5600000000000005,9.85,59.0,6.0032,0,12,12,1248,0.009615384615384616,0.624
328,2011-01-15,1,0,1,3,0,6,0,2,6.5600000000000005,11.365,59.0,0.0,1,7,8,1248,0.00641025641025641,0.624
329,2011-01-15,1,0,1,4,0,6,0,2,6.5600000000000005,11.365,59.0,0.0,0,5,5,1248,0.004006410256410256,0.624
330,2011-01-15,1,0,1,5,0,6,0,1,6.5600000000000005,11.365,59.0,0.0,0,1,1,1248,0.0008012820512820513,0.624
331,2011-01-15,1,0,1,6,0,6,0,1,5.74,8.334999999999999,63.0,7.0015,1,2,3,1248,0.002403846153846154,0.624
332,2011-01-15,1,0,1,7,0,6,0,1,5.74,10.605,63.0,0.0,1,9,10,1248,0.008012820512820512,0.624
333,2011-01-15,1,0,1,8,0,6,0,1,5.74,7.575,63.0,8.9981,1,22,23,1248,0.01842948717948718,0.624
334,2011-01-15,1,0,1,9,0,6,0,1,6.5600000000000005,9.09,64.0,8.9981,2,31,33,1248,0.026442307692307692,0.624
335,2011-01-15,1,0,1,10,0,6,0,1,7.38,9.85,59.0,11.0014,2,57,59,1248,0.047275641025641024,0.624
336,2011-01-15,1,0,1,11,0,6,0,1,8.200000000000001,9.85,55.00000000000001,15.001299999999999,18,54,72,1248,0.057692307692307696,0.624
337,2011-01-15,1,0,1,12,0,6,0,1,9.84,11.365,48.0,15.001299999999999,15,74,89,1248,0.07131410256410256,0.624
338,2011-01-15,1,0,1,13,0,6,0,1,11.48,12.879999999999999,38.0,19.999499999999998,21,80,101,1248,0.08092948717948718,0.624
339,2011-01-15,1,0,1,14,0,6,0,1,12.299999999999999,14.395,39.0,19.0012,26,92,118,1248,0.09455128205128205,0.624
340,2011-01-15,1,0,1,15,0,6,0,2,13.120000000000001,15.909999999999998,36.0,12.998000000000001,21,108,129,1248,0.10336538461538461,0.624
341,2011-01-15,1,0,1,16,0,6,0,2,13.940000000000001,16.665,34.0,12.998000000000001,33,95,128,1248,0.10256410256410256,0.624
342,2011-01-15,1,0,1,17,0,6,0,2,13.120000000000001,15.15,36.0,19.0012,29,54,83,1248,0.06650641025641026,0.624
343,2011-01-15,1,0,1,18,0,6,0,2,12.299999999999999,14.395,45.0,16.997899999999998,15,69,84,1248,0.0673076923076923,0.624
344,2011-01-15,1,0,1,19,0,6,0,2,13.120000000000001,15.15,39.0,16.997899999999998,14,60,74,1248,0.05929487179487179,0.624
345,2011-01-15,1,0,1,20,0,6,0,2,13.120000000000001,15.15,39.0,16.997899999999998,6,35,41,1248,0.032852564102564104,0.624
346,2011-01-15,1,0,1,21,0,6,0,2,13.120000000000001,15.15,39.0,15.001299999999999,6,51,57,1248,0.04567307692307692,0.624
347,2011-01-15,1,0,1,22,0,6,0,2,12.299999999999999,15.909999999999998,42.0,7.0015,0,26,26,1248,0.020833333333333332,0.624
348,2011-01-15,1,0,1,23,0,6,0,1,12.299999999999999,14.395,45.0,19.0012,5,39,44,1248,0.035256410256410256,0.624
349,2011-01-16,1,0,1,0,0,0,0,1,10.66,15.15,56.00000000000001,0.0,6,33,39,1204,0.03239202657807309,0.602
350,2011-01-16,1,0,1,1,0,0,0,1,10.66,13.635,56.00000000000001,8.9981,4,19,23,1204,0.01910299003322259,0.602
351,2011-01-16,1,0,1,2,0,0,0,1,10.66,14.395,56.00000000000001,6.0032,3,13,16,1204,0.013289036544850499,0.602
352,2011-01-16,1,0,1,3,0,0,0,1,9.02,13.635,69.0,0.0,9,6,15,1204,0.012458471760797342,0.602
353,2011-01-16,1,0,1,4,0,0,0,1,10.66,12.879999999999999,56.00000000000001,11.0014,0,1,1,1204,0.0008305647840531562,0.602
354,2011-01-16,1,0,1,5,0,0,0,2,10.66,12.879999999999999,56.00000000000001,11.0014,1,1,2,1204,0.0016611295681063123,0.602
355,2011-01-16,1,0,1,6,0,0,0,2,10.66,12.879999999999999,56.00000000000001,11.0014,0,1,1,1204,0.0008305647840531562,0.602
356,2011-01-16,1,0,1,7,0,0,0,2,9.84,10.605,56.00000000000001,19.999499999999998,0,3,3,1204,0.0024916943521594683,0.602
357,2011-01-16,1,0,1,8,0,0,0,1,9.02,10.605,55.00000000000001,19.0012,0,18,18,1204,0.014950166112956811,0.602
358,2011-01-16,1,0,1,9,0,0,0,1,9.02,10.605,51.0,16.997899999999998,3,29,32,1204,0.026578073089700997,0.602
359,2011-01-16,1,0,1,10,0,0,0,1,9.02,10.605,51.0,19.0012,8,71,79,1204,0.06561461794019934,0.602
360,2011-01-16,1,0,1,11,0,0,0,1,9.84,11.365,44.0,16.997899999999998,23,70,93,1204,0.07724252491694353,0.602
361,2011-01-16,1,0,1,12,0,0,0,1,9.84,10.605,41.0,19.0012,29,75,104,1204,0.08637873754152824,0.602
362,2011-01-16,1,0,1,13,0,0,0,1,10.66,11.365,35.0,19.999499999999998,23,95,118,1204,0.09800664451827243,0.602
363,2011-01-16,1,0,1,14,0,0,0,1,11.48,13.635,36.0,16.997899999999998,22,69,91,1204,0.0755813953488372,0.602
364,2011-01-16,1,0,1,15,0,0,0,1,10.66,12.120000000000001,38.0,16.997899999999998,35,78,113,1204,0.09385382059800665,0.602
365,2011-01-16,1,0,1,16,0,0,0,1,9.84,11.365,38.0,15.001299999999999,22,77,99,1204,0.08222591362126246,0.602
366,2011-01-16,1,0,1,17,0,0,0,1,9.02,10.605,37.0,16.997899999999998,23,82,105,1204,0.0872093023255814,0.602
367,2011-01-16,1,0,1,18,0,0,0,1,8.200000000000001,10.605,40.0,11.0014,11,56,67,1204,0.05564784053156146,0.602
368,2011-01-16,1,0,1,19,0,0,0,1,7.38,9.85,47.0,8.9981,14,47,61,1204,0.050664451827242524,0.602
369,2011-01-16,1,0,1,20,0,0,0,1,7.38,9.85,47.0,11.0014,7,50,57,1204,0.0473421926910299,0.602
370,2011-01-16,1,0,1,21,0,0,0,1,7.38,9.85,51.0,11.0014,6,22,28,1204,0.023255813953488372,0.602
371,2011-01-16,1,0,1,22,0,0,0,2,8.200000000000001,10.605,49.0,8.9981,2,19,21,1204,0.01744186046511628,0.602
372,2011-01-16,1,0,1,23,0,0,0,2,8.200000000000001,11.365,40.0,7.0015,0,18,18,1204,0.014950166112956811,0.602
373,2011-01-17,1,0,1,0,1,1,0,2,8.200000000000001,9.85,47.0,15.001299999999999,1,16,17,1000,0.017,0.5
374,2011-01-17,1,0,1,1,1,1,0,2,8.200000000000001,9.85,44.0,12.998000000000001,1,15,16,1000,0.016,0.5
375,2011-01-17,1,0,1,2,1,1,0,2,7.38,8.334999999999999,43.0,16.997899999999998,0,8,8,1000,0.008,0.5
376,2011-01-17,1,0,1,3,1,1,0,2,7.38,9.09,43.0,12.998000000000001,0,2,2,1000,0.002,0.5
377,2011-01-17,1,0,1,4,1,1,0,2,7.38,9.85,43.0,8.9981,1,2,3,1000,0.003,0.5
378,2011-01-17,1,0,1,5,1,1,0,2,7.38,9.85,43.0,11.0014,0,1,1,1000,0.001,0.5
379,2011-01-17,1,0,1,6,1,1,0,2,7.38,9.09,43.0,12.998000000000001,0,5,5,1000,0.005,0.5
380,2011-01-17,1,0,1,7,1,1,0,2,6.5600000000000005,9.09,50.0,8.9981,4,9,13,1000,0.013,0.5
381,2011-01-17,1,0,1,8,1,1,0,2,6.5600000000000005,7.575,47.0,15.001299999999999,3,30,33,1000,0.033,0.5
382,2011-01-17,1,0,1,9,1,1,0,2,6.5600000000000005,7.575,47.0,15.001299999999999,8,39,47,1000,0.047,0.5
383,2011-01-17,1,0,1,10,1,1,0,2,6.5600000000000005,7.575,50.0,16.997899999999998,7,50,57,1000,0.057,0.5
384,2011-01-17,1,0,1,11,1,1,0,2,6.5600000000000005,7.575,55.00000000000001,12.998000000000001,9,55,64,1000,0.064,0.5
385,2011-01-17,1,0,1,12,1,1,0,2,7.38,9.85,47.0,8.9981,10,70,80,1000,0.08,0.5
386,2011-01-17,1,0,1,13,1,1,0,2,7.38,9.85,47.0,8.9981,13,80,93,1000,0.093,0.5
387,2011-01-17,1,0,1,14,1,1,0,2,7.38,10.605,43.0,7.0015,12,74,86,1000,0.086,0.5
388,2011-01-17,1,0,1,15,1,1,0,2,8.200000000000001,10.605,47.0,11.0014,21,72,93,1000,0.093,0.5
389,2011-01-17,1,0,1,16,1,1,0,2,8.200000000000001,10.605,47.0,11.0014,6,76,82,1000,0.082,0.5
390,2011-01-17,1,0,1,17,1,1,0,1,8.200000000000001,9.85,51.0,12.998000000000001,4,67,71,1000,0.071,0.5
391,2011-01-17,1,0,1,18,1,1,0,2,7.38,8.334999999999999,55.00000000000001,16.997899999999998,7,85,92,1000,0.092,0.5
392,2011-01-17,1,0,1,19,1,1,0,3,7.38,9.09,59.0,12.998000000000001,2,58,60,1000,0.06,0.5
393,2011-01-17,1,0,1,20,1,1,0,3,6.5600000000000005,7.575,80.0,12.998000000000001,4,29,33,1000,0.033,0.5
394,2011-01-17,1,0,1,21,1,1,0,3,6.5600000000000005,7.575,80.0,12.998000000000001,3,24,27,1000,0.027,0.5
395,2011-01-17,1,0,1,22,1,1,0,3,5.74,6.0600000000000005,93.0,16.997899999999998,0,13,13,1000,0.013,0.5
396,2011-01-17,1,0,1,23,1,1,0,3,6.5600000000000005,6.819999999999999,86.0,19.0012,1,3,4,1000,0.004,0.5
397,2011-01-18,1,0,1,12,0,2,1,2,8.200000000000001,9.09,86.0,22.0028,0,3,3,683,0.004392386530014641,0.3415
398,2011-01-18,1,0,1,13,0,2,1,2,8.200000000000001,9.85,86.0,15.001299999999999,0,22,22,683,0.032210834553440704,0.3415
399,2011-01-18,1,0,1,14,0,2,1,2,9.02,11.365,80.0,11.0014,2,26,28,683,0.040995607613469986,0.3415
400,2011-01-18,1,0,1,15,0,2,1,2,9.02,11.365,87.0,11.0014,3,32,35,683,0.05124450951683748,0.3415
401,2011-01-18,1,0,1,16,0,2,1,2,9.02,11.365,87.0,12.998000000000001,0,61,61,683,0.08931185944363104,0.3415
402,2011-01-18,1,0,1,17,0,2,1,2,9.02,11.365,82.0,12.998000000000001,1,124,125,683,0.18301610541727673,0.3415
403,2011-01-18,1,0,1,18,0,2,1,2,9.02,11.365,80.0,11.0014,1,132,133,683,0.19472913616398244,0.3415
404,2011-01-18,1,0,1,19,0,2,1,2,9.02,11.365,80.0,8.9981,1,98,99,683,0.14494875549048317,0.3415
